title	closest neighbor(s)	description	perfect k-mer	imperfect k-mer	length difference
Uniq3392;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3393;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3396;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3398;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3400;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3401;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3402;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3404;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3407;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3410;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3411;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3412;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3414;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3416;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3417;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3418;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3419;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3423;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3424;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3428;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3429;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3432;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3435;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3437;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3438;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3449;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3455;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3456;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3458;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3459;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3460;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3461;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3465;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3466;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3471;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3473;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3474;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3476;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3477;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3478;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3479;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3480;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3484;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3486;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3497;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3498;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3499;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3501;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3502;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3503;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3504;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3508;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3511;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3516;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3517;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3518;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3520;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3521;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3524;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3525;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3531;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3534;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3537;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3538;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3539;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3543;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3544;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3546;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3548;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3550;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3551;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3552;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3553;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3554;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3558;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3560;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3561;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3562;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3563;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3564;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3566;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3568;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3569;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3570;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3571;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3572;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3573;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3575;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3577;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3581;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3582;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3584;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3585;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3587;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3588;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3590;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3591;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3593;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3595;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3597;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3598;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3599;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3601;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3602;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3603;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3605;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3608;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3614;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3616;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3618;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3620;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3623;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3626;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3628;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3630;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3631;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3632;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3633;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3640;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3644;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3645;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3647;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3648;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3650;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3651;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3653;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3657;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3659;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3662;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3666;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3670;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3671;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3677;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3679;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3681;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3686;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3689;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3690;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3692;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3694;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3695;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3696;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3697;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3698;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3699;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3700;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3701;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3704;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3705;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3706;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3707;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3708;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3709;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3710;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3715;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3720;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3722;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3723;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3724;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3726;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3727;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3729;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3730;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3733;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3734;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3736;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3737;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3738;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3740;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3741;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3744;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3749;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3753;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3757;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3758;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3765;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3771;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3774;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3779;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3781;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3784;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3785;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3786;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3788;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3791;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3792;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3793;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3794;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3795;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3800;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3801;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3802;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3806;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3809;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3810;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3812;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3823;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3825;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3828;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3831;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3832;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3834;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3835;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3837;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3843;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3844;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3848;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3849;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3850;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3851;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3854;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3855;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3856;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3857;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3860;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3861;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3862;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3864;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3866;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3873;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3874;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3875;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3876;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3877;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3879;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3881;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3883;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3886;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3887;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3889;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3892;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3895;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3897;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3901;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3903;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3904;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3905;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3908;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3909;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3911;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3912;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3917;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3919;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3920;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3921;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3924;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3927;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3928;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3930;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3931;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3932;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3934;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3936;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3938;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3941;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3943;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3947;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3948;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3949;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3950;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3954;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3956;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3958;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3961;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3962;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3964;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3969;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3972;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3974;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3976;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3977;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3979;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3980;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3983;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3985;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3986;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3987;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3988;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3989;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3992;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3993;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3996;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq3997;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4000;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4003;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4004;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4005;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4007;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4008;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4009;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4011;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4013;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4016;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4018;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4019;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4021;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4027;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4028;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4029;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4032;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4033;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4034;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4035;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4037;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4039;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4040;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4043;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4044;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4046;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4047;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4050;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4051;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4054;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4059;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4061;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4062;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4063;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4066;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4068;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4070;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4071;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4073;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4076;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4079;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4083;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4087;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4088;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4089;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4090;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4094;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4104;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4108;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4110;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4115;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4119;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4121;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4125;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4126;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4127;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4129;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4131;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4132;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4138;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4139;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4141;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4146;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4150;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4151;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4154;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4160;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4161;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4163;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4165;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4167;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4168;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4169;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4170;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4173;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4178;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4179;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4184;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4187;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4190;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4191;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4194;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4195;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4197;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4199;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4200;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4202;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4203;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4204;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4206;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4209;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4210;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4211;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4212;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4216;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4221;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4222;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4223;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4226;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4227;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4231;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4233;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4235;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4236;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4237;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4239;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4244;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4247;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4248;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4249;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4251;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4253;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4264;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4265;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4266;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4269;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4271;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4272;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4274;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4275;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4278;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4279;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4282;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4285;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4291;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4292;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4293;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4294;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4295;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4296;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4297;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4300;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4301;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4302;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4308;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4313;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4314;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4319;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4324;size=1;	*	SPURIOUS VARIANT	*	*	*
Uniq4328;size=1;	*	SPURIOUS VARIANT	*	*	*
